Car Design,Frontal Area (m²)
E_S_WW_WM_489,2.512
E_S_WW_WM_175,2.088
E_S_WW_WM_664,2.224
E_S_WW_WM_259,2.316
E_S_WW_WM_669,1.9942
E_S_WW_WM_587,2.338
E_S_WW_WM_444,2.36
E_S_WW_WM_240,2.55
E_S_WW_WM_327,2.494
E_S_WW_WM_402,2.202
E_S_WW_WM_223,2.454
E_S_WW_WM_588,2.51
E_S_WW_WM_230,1.9828
E_S_WW_WM_592,2.212
E_S_WW_WM_252,2.458
E_S_WW_WM_110,2.57
E_S_WW_WM_042,2.226
E_S_WW_WM_195,2.444
E_S_WW_WM_455,2.456
E_S_WW_WM_530,2.436
E_S_WW_WM_051,2.448
E_S_WW_WM_676,2.438
E_S_WW_WM_094,2.53
E_S_WW_WM_381,2.48
E_S_WW_WM_214,2.314
E_S_WW_WM_148,2.228
E_S_WW_WM_166,2.09
E_S_WW_WM_385,2.154
E_S_WW_WM_070,2.156
E_S_WW_WM_239,2.574
E_S_WW_WM_106,2.032
E_S_WW_WM_322,2.19
E_S_WW_WM_002,2.222
E_S_WW_WM_435,2.352
E_S_WW_WM_218,2.122
E_S_WW_WM_282,2.39
E_S_WW_WM_392,2.382
E_S_WW_WM_118,2.086
E_S_WW_WM_562,2.632
E_S_WW_WM_236,2.106
E_S_WW_WM_055,2.16
E_S_WW_WM_547,2.542
E_S_WW_WM_505,2.258
E_S_WW_WM_147,2.194
E_S_WW_WM_155,2.124
E_S_WW_WM_410,2.516
E_S_WW_WM_486,2.18
E_S_WW_WM_640,2.584
E_S_WW_WM_432,2.192
E_S_WW_WM_049,2.566
E_S_WW_WM_471,2.46
E_S_WW_WM_232,2.318
E_S_WW_WM_034,2.09
E_S_WW_WM_549,2.072
E_S_WW_WM_176,2.282
E_S_WW_WM_677,1.976
E_S_WW_WM_171,2.422
E_S_WW_WM_387,2.258
E_S_WW_WM_628,2.452
E_S_WW_WM_030,2.376
E_S_WW_WM_265,2.18
E_S_WW_WM_382,2.428
E_S_WW_WM_149,2.156
E_S_WW_WM_466,2.408
E_S_WW_WM_019,2.082
E_S_WW_WM_687,2.14
E_S_WW_WM_025,2.708
E_S_WW_WM_117,2.628
E_S_WW_WM_694,2.444
E_S_WW_WM_619,2.218
E_S_WW_WM_170,2.334
E_S_WW_WM_115,2.396
E_S_WW_WM_035,2.332
E_S_WW_WM_401,2.434
E_S_WW_WM_250,2.264
E_S_WW_WM_451,2.622
E_S_WW_WM_389,2.132
E_S_WW_WM_456,2.19
E_S_WW_WM_244,2.088
E_S_WW_WM_066,2.282
E_S_WW_WM_178,2.436
E_S_WW_WM_421,2.192
E_S_WW_WM_359,2.342
E_S_WW_WM_267,2.442
E_S_WW_WM_210,2.24
E_S_WW_WM_067,2.552
E_S_WW_WM_649,2.066
E_S_WW_WM_241,2.228
E_S_WW_WM_529,2.354
E_S_WW_WM_150,2.14
E_S_WW_WM_095,2.274
E_S_WW_WM_537,2.312
E_S_WW_WM_001,2.192
E_S_WW_WM_685,2.612
E_S_WW_WM_245,2.292
E_S_WW_WM_414,2.088
E_S_WW_WM_005,2.516
E_S_WW_WM_292,2.268
E_S_WW_WM_328,2.266
E_S_WW_WM_386,2.268
E_S_WW_WM_206,2.314
E_S_WW_WM_403,2.294
E_S_WW_WM_507,2.506
E_S_WW_WM_096,2.202
E_S_WW_WM_299,2.132
E_S_WW_WM_088,2.32
E_S_WW_WM_566,2.126
E_S_WW_WM_065,2.372
E_S_WW_WM_540,2.426
E_S_WW_WM_235,2.308
E_S_WW_WM_652,2.122
E_S_WW_WM_554,2.308
E_S_WW_WM_258,2.3
E_S_WW_WM_352,2.31
E_S_WW_WM_339,2.204
E_S_WW_WM_203,2.428
E_S_WW_WM_604,2.594
E_S_WW_WM_636,2.418
E_S_WW_WM_342,2.168
E_S_WW_WM_462,2.126
E_S_WW_WM_354,2.19
E_S_WW_WM_032,2.06
E_S_WW_WM_609,2.422
E_S_WW_WM_443,2.392
E_S_WW_WM_285,2.328
E_S_WW_WM_024,2.502
E_S_WW_WM_601,2.434
E_S_WW_WM_378,2.066
E_S_WW_WM_261,2.328
E_S_WW_WM_671,2.308
E_S_WW_WM_231,2.35
E_S_WW_WM_156,2.236
E_S_WW_WM_160,2.024
E_S_WW_WM_642,2.196
E_S_WW_WM_087,2.414
E_S_WW_WM_144,2.142
E_S_WW_WM_036,2.456
E_S_WW_WM_009,2.52
E_S_WW_WM_135,2.078
E_S_WW_WM_544,2.45
E_S_WW_WM_459,2.534
E_S_WW_WM_274,2.076
E_S_WW_WM_305,2.392
E_S_WW_WM_237,2.524
E_S_WW_WM_022,2.302
E_S_WW_WM_180,2.102
E_S_WW_WM_215,2.276
E_S_WW_WM_431,2.214
E_S_WW_WM_302,1.9988
E_S_WW_WM_044,2.586
E_S_WW_WM_449,2.11
E_S_WW_WM_525,2.204
E_S_WW_WM_542,2.324
E_S_WW_WM_026,2.184
E_S_WW_WM_350,2.102
E_S_WW_WM_573,2.058
E_S_WW_WM_018,2.204
E_S_WW_WM_276,2.348
E_S_WW_WM_463,2.396
E_S_WW_WM_438,2.466
E_S_WW_WM_281,2.052
E_S_WW_WM_099,2.438
E_S_WW_WM_297,2.532
E_S_WW_WM_377,2.238
E_S_WW_WM_484,2.502
E_S_WW_WM_186,2.332
E_S_WW_WM_003,2.242
E_S_WW_WM_177,2.378
E_S_WW_WM_591,2.122
E_S_WW_WM_481,2.226
E_S_WW_WM_268,2.238
E_S_WW_WM_657,2.284
E_S_WW_WM_136,2.38
E_S_WW_WM_324,2.57
E_S_WW_WM_647,2.376
E_S_WW_WM_430,2.16
E_S_WW_WM_472,2.236
E_S_WW_WM_518,2.738
E_S_WW_WM_488,2.15
E_S_WW_WM_445,2.006
E_S_WW_WM_494,2.176
E_S_WW_WM_271,2.252
E_S_WW_WM_014,2.368
E_S_WW_WM_398,2.372
E_S_WW_WM_407,2.47
E_S_WW_WM_249,2.076
E_S_WW_WM_684,2.222
E_S_WW_WM_130,2.204
E_S_WW_WM_286,2.582
E_S_WW_WM_023,2.344
E_S_WW_WM_053,2.432
E_S_WW_WM_654,2.248
E_S_WW_WM_159,1.953
E_S_WW_WM_663,2.256
E_S_WW_WM_429,2.412
E_S_WW_WM_349,2.456
E_S_WW_WM_243,2.648
E_S_WW_WM_116,2.21
E_S_WW_WM_209,2.278
E_S_WW_WM_446,2.534
E_S_WW_WM_416,2.484
E_S_WW_WM_082,2.182
E_S_WW_WM_665,2.184
E_S_WW_WM_075,2.278
E_S_WW_WM_440,2.158
E_S_WW_WM_682,2.37
E_S_WW_WM_104,2.606
E_S_WW_WM_693,2.406
E_S_WW_WM_290,2.538
E_S_WW_WM_331,2.06
E_S_WW_WM_535,2.066
E_S_WW_WM_424,2.668
E_S_WW_WM_496,2.336
E_S_WW_WM_388,2.448
E_S_WW_WM_050,2.616
E_S_WW_WM_336,2.162
E_S_WW_WM_622,2.426
E_S_WW_WM_638,2.298
E_S_WW_WM_418,2.024
E_S_WW_WM_212,2.176
E_S_WW_WM_131,2.41
E_S_WW_WM_543,2.43
E_S_WW_WM_521,2.328
E_S_WW_WM_656,2.596
E_S_WW_WM_469,2.076
E_S_WW_WM_406,2.342
E_S_WW_WM_097,2.146
E_S_WW_WM_533,2.294
E_S_WW_WM_473,2.296
E_S_WW_WM_552,2.302
E_S_WW_WM_242,2.542
E_S_WW_WM_182,2.07
E_S_WW_WM_089,2.33
E_S_WW_WM_425,2.544
E_S_WW_WM_395,2.404
E_S_WW_WM_679,2.556
E_S_WW_WM_399,2.01
E_S_WW_WM_683,2.424
E_S_WW_WM_513,2.45
E_S_WW_WM_659,2.444
E_S_WW_WM_630,2.504
E_S_WW_WM_220,2.354
E_S_WW_WM_081,2.192
E_S_WW_WM_400,2.612
E_S_WW_WM_146,2.194
E_S_WW_WM_141,2.432
E_S_WW_WM_461,2.19
E_S_WW_WM_338,2.18
E_S_WW_WM_340,2.152
E_S_WW_WM_509,2.452
E_S_WW_WM_528,2.12
E_S_WW_WM_556,2.626
E_S_WW_WM_137,2.514
E_S_WW_WM_697,2.494
E_S_WW_WM_269,2.396
E_S_WW_WM_482,2.574
E_S_WW_WM_662,2.558
E_S_WW_WM_172,2.406
E_S_WW_WM_480,2.188
E_S_WW_WM_072,2.538
E_S_WW_WM_502,2.146
E_S_WW_WM_109,2.19
E_S_WW_WM_448,2.218
E_S_WW_WM_523,2.386
E_S_WW_WM_536,2.206
E_S_WW_WM_043,2.598
E_S_WW_WM_427,2.3
E_S_WW_WM_059,2.344
E_S_WW_WM_689,2.146
E_S_WW_WM_272,2.294
E_S_WW_WM_539,2.086
E_S_WW_WM_397,2.14
E_S_WW_WM_597,2.092
E_S_WW_WM_079,2.138
E_S_WW_WM_253,2.572
E_S_WW_WM_572,2.374
E_S_WW_WM_334,2.556
E_S_WW_WM_108,2.228
E_S_WW_WM_264,2.156
E_S_WW_WM_310,2.56
E_S_WW_WM_228,2.174
E_S_WW_WM_635,2.298
E_S_WW_WM_504,2.302
E_S_WW_WM_140,2.25
E_S_WW_WM_260,2.15
E_S_WW_WM_266,2.254
E_S_WW_WM_538,2.164
E_S_WW_WM_304,2.358
E_S_WW_WM_690,2.116
E_S_WW_WM_114,2.348
E_S_WW_WM_138,2.54
E_S_WW_WM_347,2.036
E_S_WW_WM_658,2.344
E_S_WW_WM_571,2.564
E_S_WW_WM_295,2.224
E_S_WW_WM_692,2.524
E_S_WW_WM_080,2.164
E_S_WW_WM_595,2.368
E_S_WW_WM_246,2.398
E_S_WW_WM_139,2.222
E_S_WW_WM_618,2.568
E_S_WW_WM_458,2.188
E_S_WW_WM_294,2.508
E_S_WW_WM_205,2.086
E_S_WW_WM_073,2.408
E_S_WW_WM_168,2.194
E_S_WW_WM_121,2.208
E_S_WW_WM_583,2.508
E_S_WW_WM_391,2.43
E_S_WW_WM_256,2.372
E_S_WW_WM_629,2.432
E_S_WW_WM_360,2.554
E_S_WW_WM_107,2.428
E_S_WW_WM_084,2.392
E_S_WW_WM_142,2.054
E_S_WW_WM_561,2.478
E_S_WW_WM_061,2.276
E_S_WW_WM_092,2.08
E_S_WW_WM_515,2.462
E_S_WW_WM_373,2.358
E_S_WW_WM_306,2.18
E_S_WW_WM_380,2.232
E_S_WW_WM_517,2.39
E_S_WW_WM_192,2.078
E_S_WW_WM_021,2.238
E_S_WW_WM_201,2.306
E_S_WW_WM_279,2.066
E_S_WW_WM_071,2.166
E_S_WW_WM_433,2.468
E_S_WW_WM_541,2.174
E_S_WW_WM_545,2.426
E_S_WW_WM_498,2.04
E_S_WW_WM_278,2.3
E_S_WW_WM_457,2.512
E_S_WW_WM_291,2.258
E_S_WW_WM_323,2.582
E_S_WW_WM_650,2.164
E_S_WW_WM_643,2.09
E_S_WW_WM_303,2.458
E_S_WW_WM_405,2.518
E_S_WW_WM_633,2.04
E_S_WW_WM_558,2.13
E_S_WW_WM_477,2.378
E_S_WW_WM_613,2.45
E_S_WW_WM_548,2.424
E_S_WW_WM_485,2.028
E_S_WW_WM_033,2.382
E_S_WW_WM_196,2.37
E_S_WW_WM_467,2.034
E_S_WW_WM_499,2.132
E_S_WW_WM_384,2.478
E_S_WW_WM_193,2.582
E_S_WW_WM_491,2.212
E_S_WW_WM_038,2.388
E_S_WW_WM_045,2.266
E_S_WW_WM_632,2.256
E_S_WW_WM_375,2.29
E_S_WW_WM_696,2.064
E_S_WW_WM_314,2.408
E_S_WW_WM_620,2.184
E_S_WW_WM_316,2.31
E_S_WW_WM_415,2.626
E_S_WW_WM_031,2.366
E_S_WW_WM_478,2.366
E_S_WW_WM_151,2.068
E_S_WW_WM_048,2.198
E_S_WW_WM_162,2.318
E_S_WW_WM_183,2.108
E_S_WW_WM_199,2.08
E_S_WW_WM_040,2.502
E_S_WW_WM_090,2.32
E_S_WW_WM_123,2.304
E_S_WW_WM_617,2.338
E_S_WW_WM_526,2.18
E_S_WW_WM_251,2.308
E_S_WW_WM_127,2.008
E_S_WW_WM_653,2.412
E_S_WW_WM_270,2.382
E_S_WW_WM_678,2.598
E_S_WW_WM_013,2.494
E_S_WW_WM_086,2.238
E_S_WW_WM_247,2.18
E_S_WW_WM_475,2.058
E_S_WW_WM_076,2.434
E_S_WW_WM_695,2.254
E_S_WW_WM_309,2.332
E_S_WW_WM_052,2.578
E_S_WW_WM_326,2.358
E_S_WW_WM_063,2.48
E_S_WW_WM_580,2.51
E_S_WW_WM_363,2.494
E_S_WW_WM_275,2.194
E_S_WW_WM_296,2.588
E_S_WW_WM_202,2.22
E_S_WW_WM_546,1.9858
E_S_WW_WM_447,2.448
E_S_WW_WM_470,2.356
E_S_WW_WM_163,2.212
E_S_WW_WM_393,1.994
E_S_WW_WM_441,2.144
E_S_WW_WM_213,2.312
E_S_WW_WM_420,2.242
E_S_WW_WM_493,2.138
E_S_WW_WM_501,2.39
E_S_WW_WM_621,2.128
E_S_WW_WM_313,2.338
E_S_WW_WM_320,2.386
E_S_WW_WM_417,2.196
E_S_WW_WM_238,2.206
E_S_WW_WM_625,2.4
E_S_WW_WM_593,2.088
E_S_WW_WM_369,2.286
E_S_WW_WM_008,2.396
E_S_WW_WM_520,2.224
E_S_WW_WM_368,2.426
E_S_WW_WM_120,2.32
E_S_WW_WM_668,2.022
E_S_WW_WM_257,2.234
E_S_WW_WM_111,2.38
E_S_WW_WM_293,2.296
E_S_WW_WM_581,2.434
E_S_WW_WM_371,2.016
E_S_WW_WM_004,2.494
E_S_WW_WM_570,2.268
E_S_WW_WM_133,2.328
E_S_WW_WM_582,2.156
E_S_WW_WM_357,2.264
E_S_WW_WM_227,2.108
E_S_WW_WM_007,2.412
E_S_WW_WM_557,2.316
E_S_WW_WM_216,2.048
E_S_WW_WM_503,2.066
E_S_WW_WM_098,2.142
E_S_WW_WM_500,2.48
E_S_WW_WM_041,2.48
E_S_WW_WM_344,2.45
E_S_WW_WM_422,2.322
E_S_WW_WM_016,2.1
E_S_WW_WM_056,2.432
E_S_WW_WM_646,2.316
E_S_WW_WM_345,2.318
E_S_WW_WM_516,2.556
E_S_WW_WM_614,2.256
E_S_WW_WM_594,2.624
E_S_WW_WM_062,2.322
E_S_WW_WM_426,2.352
E_S_WW_WM_394,2.338
E_S_WW_WM_197,2.408
E_S_WW_WM_590,2.416
E_S_WW_WM_200,2.35
E_S_WW_WM_225,2.33
E_S_WW_WM_188,2.048
E_S_WW_WM_627,2.096
E_S_WW_WM_054,2.134
E_S_WW_WM_602,2.074
E_S_WW_WM_158,2.318
E_S_WW_WM_152,2.492
E_S_WW_WM_333,2.088
E_S_WW_WM_589,2.104
E_S_WW_WM_157,2.21
E_S_WW_WM_611,2.354
E_S_WW_WM_325,2.358
E_S_WW_WM_419,2.258
E_S_WW_WM_576,2.154
E_S_WW_WM_550,2.468
E_S_WW_WM_012,2.218
E_S_WW_WM_607,2.12
E_S_WW_WM_667,2.078
E_S_WW_WM_586,2.326
E_S_WW_WM_575,2.302
E_S_WW_WM_564,2.386
E_S_WW_WM_434,2.452
E_S_WW_WM_626,2.428
E_S_WW_WM_699,2.48
E_S_WW_WM_165,2.434
E_S_WW_WM_046,2.494
E_S_WW_WM_083,2.444
E_S_WW_WM_606,2.116
E_S_WW_WM_298,2.272
E_S_WW_WM_700,2.4
E_S_WW_WM_688,2.59
E_S_WW_WM_233,2.424
E_S_WW_WM_508,2.1
E_S_WW_WM_374,2.314
E_S_WW_WM_288,2.552
E_S_WW_WM_185,2.516
E_S_WW_WM_318,2.398
E_S_WW_WM_126,2.386
E_S_WW_WM_011,2.026
E_S_WW_WM_254,2.196
E_S_WW_WM_037,2.636
E_S_WW_WM_103,2.486
E_S_WW_WM_064,2.442
E_S_WW_WM_483,2.292
E_S_WW_WM_181,2.378
E_S_WW_WM_335,2.222
E_S_WW_WM_167,2.43
E_S_WW_WM_124,2.176
E_S_WW_WM_346,2.3
E_S_WW_WM_453,2.18
E_S_WW_WM_351,2.262
E_S_WW_WM_648,2.294
E_S_WW_WM_492,2.182
E_S_WW_WM_204,2.18
E_S_WW_WM_143,2.44
E_S_WW_WM_113,2.348
E_S_WW_WM_396,2.49
E_S_WW_WM_464,2.532
E_S_WW_WM_154,2.488
E_S_WW_WM_578,2.156
E_S_WW_WM_179,2.618
E_S_WW_WM_559,2.396
E_S_WW_WM_495,2.492
E_S_WW_WM_519,2.542
E_S_WW_WM_184,2.438
E_S_WW_WM_686,2.674
E_S_WW_WM_221,2.5
E_S_WW_WM_637,2.292
E_S_WW_WM_361,2.218
E_S_WW_WM_198,2.338
E_S_WW_WM_666,2.428
E_S_WW_WM_608,2.352
E_S_WW_WM_353,2.546
E_S_WW_WM_460,2.234
E_S_WW_WM_101,2.3
E_S_WW_WM_077,2.532
E_S_WW_WM_364,2.544
E_S_WW_WM_510,2.55
E_S_WW_WM_226,2.406
E_S_WW_WM_413,2.408
E_S_WW_WM_273,2.116
E_S_WW_WM_670,2.61
E_S_WW_WM_616,2.442
E_S_WW_WM_675,2.028
E_S_WW_WM_173,2.466
E_S_WW_WM_006,2.622
E_S_WW_WM_579,2.26
E_S_WW_WM_522,2.276
E_S_WW_WM_442,2.154
E_S_WW_WM_105,2.132
E_S_WW_WM_634,2.214
E_S_WW_WM_102,2.1
E_S_WW_WM_362,2.238
E_S_WW_WM_645,2.424
E_S_WW_WM_287,2.406
E_S_WW_WM_639,2.38
E_S_WW_WM_208,2.53
E_S_WW_WM_280,2.518
E_S_WW_WM_134,2.004
E_S_WW_WM_329,2.48
E_S_WW_WM_207,2.12
E_S_WW_WM_145,2.288
E_S_WW_WM_584,2.564
E_S_WW_WM_128,2.394
E_S_WW_WM_069,2.566
E_S_WW_WM_487,2.008
E_S_WW_WM_074,2.634
F_S_WWC_WM_315,2.188
F_S_WWC_WM_129,2.65
F_S_WWC_WM_191,2.134
F_S_WWC_WM_565,2.034
F_S_WWC_WM_512,2.146
F_S_WWC_WM_311,1.9982
F_S_WWC_WM_476,2.374
F_S_WWC_WM_383,2.572
F_S_WWC_WM_039,2.392
F_S_WWC_WM_100,2.004
F_S_WWC_WM_428,2.152
F_S_WWC_WM_412,2.506
F_S_WWC_WM_596,2.246
F_S_WWC_WM_015,2.53
F_S_WWC_WM_698,2.356
F_S_WWC_WM_308,2.276
F_S_WWC_WM_132,2.08
F_S_WWC_WM_560,2.37
F_S_WWC_WM_641,2.21
F_S_WWC_WM_122,2.28
F_S_WWC_WM_068,2.264
F_S_WWC_WM_506,2.036
F_S_WWC_WM_390,2.378
F_S_WWC_WM_691,2.534
F_S_WWC_WM_439,2.334
F_S_WWC_WM_534,2.264
F_S_WWC_WM_553,1.9252
F_S_WWC_WM_332,2.286
F_S_WWC_WM_078,2.178
F_S_WWC_WM_660,2.552
F_S_WWC_WM_358,2.64
F_S_WWC_WM_600,2.368
F_S_WWC_WM_263,2.488
F_S_WWC_WM_644,2.564
F_S_WWC_WM_367,2.092
F_S_WWC_WM_085,2.546
F_S_WWC_WM_219,2.198
F_S_WWC_WM_404,2.302
F_S_WWC_WM_224,2.27
F_S_WWC_WM_615,2.214
F_S_WWC_WM_027,2.236
F_S_WWC_WM_125,2.296
F_S_WWC_WM_681,2.46
F_S_WWC_WM_680,2.264
F_S_WWC_WM_319,2.164
F_S_WWC_WM_610,2.438
F_S_WWC_WM_603,2.602
F_S_WWC_WM_164,2.294
F_S_WWC_WM_531,2.05
F_S_WWC_WM_524,2.002
F_S_WWC_WM_674,2.32
F_S_WWC_WM_409,2.498
F_S_WWC_WM_217,2.412
F_S_WWC_WM_211,2.138
F_S_WWC_WM_284,2.446
F_S_WWC_WM_112,2.45
F_S_WWC_WM_317,2.216
F_S_WWC_WM_174,2.306
F_S_WWC_WM_574,2.338
F_S_WWC_WM_337,2.178
F_S_WWC_WM_194,2.232
F_S_WWC_WM_631,2.322
F_S_WWC_WM_551,2.55
F_S_WWC_WM_289,2.034
F_S_WWC_WM_577,2.506
F_S_WWC_WM_255,2.082
F_S_WWC_WM_567,2.25
F_S_WWC_WM_365,2.244
F_S_WWC_WM_568,2.208
F_S_WWC_WM_169,2.176
F_S_WWC_WM_624,2.412
F_S_WWC_WM_555,2.42
F_S_WWC_WM_673,2.658
F_S_WWC_WM_312,2.118
F_S_WWC_WM_423,2.146
F_S_WWC_WM_605,2.482
F_S_WWC_WM_454,2.108
F_S_WWC_WM_411,2.53
F_S_WWC_WM_187,2.48
F_S_WWC_WM_379,2.062
F_S_WWC_WM_356,2.6
F_S_WWC_WM_532,2.08
F_S_WWC_WM_497,2.468
F_S_WWC_WM_262,2.05
F_S_WWC_WM_465,2.044
F_S_WWC_WM_229,2.21
F_S_WWC_WM_283,2.286
F_S_WWC_WM_563,2.39
F_S_WWC_WM_010,2.26
F_S_WWC_WM_569,2.082
F_S_WWC_WM_474,2.478
F_S_WWC_WM_612,2.15
F_S_WWC_WM_355,2.204
F_S_WWC_WM_527,2.22
F_S_WWC_WM_047,2.394
F_S_WWC_WM_330,2.488
F_S_WWC_WM_060,2.472
F_S_WWC_WM_372,2.346
F_S_WWC_WM_153,2.628
F_S_WWC_WM_029,2.308
F_S_WWC_WM_623,2.39
F_S_WWC_WM_452,2.616
F_S_WWC_WM_091,2.124
F_S_WWC_WM_468,2.204
F_S_WWC_WM_585,2.414
F_S_WWC_WM_436,2.614
F_S_WWC_WM_058,2.656
F_S_WWC_WM_248,2.546
F_S_WWC_WM_348,2.58
F_S_WWC_WM_277,2.356
F_S_WWC_WM_307,2.4
F_S_WWC_WM_672,2.088
F_S_WWC_WM_651,2.562
F_S_WWC_WM_376,2.258
F_S_WWC_WM_343,2.212
F_S_WWC_WM_366,2.08
F_S_WWC_WM_598,2.212
F_S_WWC_WM_341,2.138
F_S_WWC_WM_321,2.23
F_S_WWC_WM_370,2.574
F_S_WWC_WM_190,2.542
F_S_WWC_WM_514,2.064
F_S_WWC_WM_479,1.9862
F_S_WWC_WM_511,2.512
F_S_WWC_WM_450,2.55
F_S_WWC_WM_017,2.028
F_S_WWC_WM_437,2.156
F_S_WWC_WM_234,2.236
F_S_WWC_WM_490,2.428
F_S_WWC_WM_189,1.992
F_S_WWC_WM_408,2.094
F_S_WWC_WM_300,2.296
F_S_WWC_WM_028,2.326
F_S_WWC_WM_661,2.188
F_S_WWC_WM_093,2.366
F_S_WWC_WM_161,2.166
F_S_WWC_WM_222,2.26
F_S_WWC_WM_119,2.364
F_S_WWC_WM_301,2.18
F_S_WWC_WM_020,2.312
F_S_WWC_WM_057,2.376
F_S_WWC_WM_489,2.51
F_S_WWC_WM_175,2.078
F_S_WWC_WM_664,2.232
F_S_WWC_WM_259,2.31
F_S_WWC_WM_669,1.9692
F_S_WWC_WM_587,2.332
F_S_WWC_WM_444,2.358
F_S_WWC_WM_240,2.54
F_S_WWC_WM_327,2.49
F_S_WWC_WM_402,2.202
F_S_WWC_WM_223,2.44
F_S_WWC_WM_588,2.502
F_S_WWC_WM_230,1.9806
F_S_WWC_WM_592,2.21
F_S_WWC_WM_252,2.454
F_S_WWC_WM_110,2.566
F_S_WWC_WM_042,2.22
F_S_WWC_WM_195,2.44
F_S_WWC_WM_455,2.452
F_S_WWC_WM_530,2.428
F_S_WWC_WM_051,2.446
F_S_WWC_WM_676,2.432
F_S_WWC_WM_094,2.52
F_S_WWC_WM_381,2.48
F_S_WWC_WM_214,2.308
F_S_WWC_WM_148,2.224
F_S_WWC_WM_166,2.092
F_S_WWC_WM_385,2.154
F_S_WWC_WM_070,2.174
F_S_WWC_WM_239,2.556
F_S_WWC_WM_106,2.03
F_S_WWC_WM_322,2.19
F_S_WWC_WM_002,2.218
F_S_WWC_WM_435,2.338
F_S_WWC_WM_218,2.12
F_S_WWC_WM_282,2.388
F_S_WWC_WM_392,2.378
F_S_WWC_WM_118,2.092
F_S_WWC_WM_562,2.626
F_S_WWC_WM_236,2.156
F_S_WWC_WM_055,2.17
F_S_WWC_WM_547,2.538
F_S_WWC_WM_505,2.258
F_S_WWC_WM_147,2.222
F_S_WWC_WM_155,2.112
F_S_WWC_WM_410,2.514
F_S_WWC_WM_486,2.176
F_S_WWC_WM_640,2.58
F_S_WWC_WM_432,2.188
F_S_WWC_WM_049,2.564
F_S_WWC_WM_471,2.454
F_S_WWC_WM_232,2.312
F_S_WWC_WM_034,2.08
F_S_WWC_WM_549,2.09
F_S_WWC_WM_599,2.43
F_S_WWC_WM_176,2.282
F_S_WWC_WM_677,1.9642
F_S_WWC_WM_171,2.32
F_S_WWC_WM_387,2.254
F_S_WWC_WM_628,2.454
F_S_WWC_WM_030,2.368
F_S_WWC_WM_265,2.184
F_S_WWC_WM_382,2.42
F_S_WWC_WM_149,2.158
F_S_WWC_WM_466,2.402
F_S_WWC_WM_019,2.078
F_S_WWC_WM_687,2.136
F_S_WWC_WM_025,2.702
F_S_WWC_WM_117,2.618
F_S_WWC_WM_694,2.444
F_S_WWC_WM_619,2.216
F_S_WWC_WM_170,2.332
F_S_WWC_WM_115,2.39
F_S_WWC_WM_035,2.328
F_S_WWC_WM_401,2.43
F_S_WWC_WM_250,2.262
F_S_WWC_WM_451,2.636
F_S_WWC_WM_389,2.15
F_S_WWC_WM_456,2.164
F_S_WWC_WM_244,2.078
F_S_WWC_WM_066,2.284
F_S_WWC_WM_178,2.432
F_S_WWC_WM_421,2.19
F_S_WWC_WM_359,2.342
F_S_WWC_WM_267,2.438
F_S_WWC_WM_210,2.252
F_S_WWC_WM_067,2.562
F_S_WWC_WM_649,2.058
F_S_WWC_WM_241,2.22
F_S_WWC_WM_529,2.35
F_S_WWC_WM_150,2.134
F_S_WWC_WM_095,2.264
F_S_WWC_WM_537,2.31
F_S_WWC_WM_001,2.19
F_S_WWC_WM_685,2.61
F_S_WWC_WM_245,2.294
F_S_WWC_WM_414,2.088
F_S_WWC_WM_005,2.49
F_S_WWC_WM_292,2.266
F_S_WWC_WM_328,2.268
F_S_WWC_WM_386,2.304
F_S_WWC_WM_206,2.328
F_S_WWC_WM_403,2.292
F_S_WWC_WM_507,2.5
F_S_WWC_WM_096,2.2
F_S_WWC_WM_299,2.136
F_S_WWC_WM_088,2.322
F_S_WWC_WM_566,2.118
F_S_WWC_WM_065,2.356
F_S_WWC_WM_540,2.454
F_S_WWC_WM_235,2.308
F_S_WWC_WM_652,2.122
F_S_WWC_WM_554,2.296
F_S_WWC_WM_258,2.298
F_S_WWC_WM_352,2.306
F_S_WWC_WM_339,2.202
F_S_WWC_WM_203,2.424
F_S_WWC_WM_604,2.596
F_S_WWC_WM_636,2.414
F_S_WWC_WM_342,2.158
F_S_WWC_WM_462,2.14
F_S_WWC_WM_354,2.218
F_S_WWC_WM_032,2.064
F_S_WWC_WM_609,2.418
F_S_WWC_WM_443,2.4
F_S_WWC_WM_285,2.348
F_S_WWC_WM_024,2.502
F_S_WWC_WM_601,2.43
F_S_WWC_WM_378,2.062
F_S_WWC_WM_261,2.328
F_S_WWC_WM_671,2.306
F_S_WWC_WM_231,2.338
F_S_WWC_WM_156,2.23
F_S_WWC_WM_160,2.024
F_S_WWC_WM_642,2.19
F_S_WWC_WM_087,2.41
F_S_WWC_WM_144,2.14
F_S_WWC_WM_036,2.454
F_S_WWC_WM_009,2.516
F_S_WWC_WM_135,2.072
F_S_WWC_WM_544,2.446
F_S_WWC_WM_459,2.522
F_S_WWC_WM_274,2.074
F_S_WWC_WM_305,2.37
F_S_WWC_WM_237,2.516
F_S_WWC_WM_022,2.308
F_S_WWC_WM_180,2.1
F_S_WWC_WM_215,2.272
F_S_WWC_WM_431,2.194
F_S_WWC_WM_302,1.997
F_S_WWC_WM_044,2.582
F_S_WWC_WM_449,2.106
F_S_WWC_WM_525,2.186
F_S_WWC_WM_542,2.316
F_S_WWC_WM_026,2.158
F_S_WWC_WM_350,2.102
